League;Gender;Country;Season;Match_Date;Matchweek;Home_Team;Home_Formation;Home_Score;Home_xG;Home_Goals;Home_Yellow_Cards;Home_Red_Cards;Away_Team;Away_Formation;Away_Score;Away_xG;Away_Goals;Away_Yellow_Cards;Away_Red_Cards;Game_URL;Team;Home_Away;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG_Expected;npxG_Expected;xA_Expected;SCA_SCA;GCA_SCA;Cmp_Passes;Att_Passes;Cmp_percent_Passes;Prog_Passes;Carries_Carries;Prog_Carries;Succ_Dribbles;Att_Dribbles;Cmp_Total;Att_Total;Cmp_percent_Total;TotDist_Total;PrgDist_Total;Cmp_Short;Att_Short;Cmp_percent_Short;Cmp_Medium;Att_Medium;Cmp_percent_Medium;Cmp_Long;Att_Long;Cmp_percent_Long;Ast_1;xA;KP;Final_Third;PPA;CrsPA;Prog;Att;Live_Pass_Types;Dead_Pass_Types;FK_Pass_Types;TB_Pass_Types;Press_Pass_Types;Sw_Pass_Types;Crs_Pass_Types;CK_Pass_Types;In_Corner_Kicks;Out_Corner_Kicks;Str_Corner_Kicks;Ground_Height;Low_Height;High_Height;Left_Body_Parts;Right_Body_Parts;Head_Body_Parts;TI_Body_Parts;Other_Body_Parts;Cmp_Outcomes;Off_Outcomes;Out_Outcomes;Int_Outcomes;Blocks_Outcomes;Tkl_Tackles;TklW_Tackles;Def 3rd_Tackles;Mid 3rd_Tackles;Att 3rd_Tackles;Tkl_Vs_Dribbles;Att_Vs_Dribbles;Tkl_percent_Vs_Dribbles;Past_Vs_Dribbles;Press_Pressures;Succ_Pressures;percent_Pressures;Def 3rd_Pressures;Mid 3rd_Pressures;Att 3rd_Pressures;Blocks_Blocks;Sh_Blocks;ShSv_Blocks;Pass_Blocks;Int_2;Tkl+Int;Clr;Err;Touches_Touches;Def Pen_Touches;Def 3rd_Touches;Mid 3rd_Touches;Att 3rd_Touches;Att Pen_Touches;Live_Touches;Succ_Dribbles_3;Att_Dribbles_4;Succ_percent_Dribbles;Player_NumPl_Dribbles;Megs_Dribbles;Carries_Carries_5;TotDist_Carries;PrgDist_Carries;Prog_Carries_6;Final_Third_Carries;CPA_Carries;Mis_Carries;Dis_Carries;Targ_Receiving;Rec_Receiving;Rec_percent_Receiving;Prog_Receiving;CrdY_7;CrdR_8;2CrdY;Fls_9;Fld_10;Off_11;Crs_12;Int_13;TklW_14;PKwon_15;PKcon_16;OG_17;Recov;Won_Aerial_Duels;Lost_Aerial_Duels;Won_percent_Aerial_Duels;Cup;Cup_Home;Cup_Away
Serie A;M;ITA;2021-2022;2021-08-27;2;Udinese;3-5-1-1;3;2,7;"
		
			Ignacio Pussetto · 29&rsquor; 
		
			Gerard Deulofeu · 70&rsquor; 
		
			Nahuel Molina · 90+3&rsquor; 
		
	";2;0;Venezia;04/03/03;0;1;"
		
	";3;0;https://fbref.com/en/matches/2747c144/Udinese-Venezia-August-27-2021-Serie-A;Udinese;Home;990;3;2;0;0;21;10;2;0;589;135;18;22;13;2,9;2,9;2,3;35;5;369;464;79,5;28;373;42;14;23;369;464;79,5;7102;2301;147;176;83,5;166;189;87,8;51;83;61,4;2;2,3;16;28;12;3;28;464;416;48;9;3;76;9;8;7;5;2;0;317;73;74;120;290;23;19;5;369;2;8;17;15;18;11;11;5;2;11;23;47,8;12;135;40;29,6;49;61;25;13;2;0;11;22;40;23;0;589;72;214;260;157;31;543;14;23;60,9;14;1;373;1962;1158;42;18;4;13;10;436;369;84,6;28;2;0;0;13;7;4;8;22;11;0;0;0;80;13;15;46,4;0;0;0
Serie A;M;ITA;2021-2022;2021-08-27;2;Udinese;3-5-1-1;3;2,7;"
		
			Ignacio Pussetto · 29&rsquor; 
		
			Gerard Deulofeu · 70&rsquor; 
		
			Nahuel Molina · 90+3&rsquor; 
		
	";2;0;Venezia;04/03/03;0;1;"
		
	";3;0;https://fbref.com/en/matches/2747c144/Udinese-Venezia-August-27-2021-Serie-A;Venezia;Away;990;0;0;0;0;11;3;3;0;688;171;19;18;24;1,1;1,1;1;18;0;473;556;85,1;34;432;46;11;23;473;556;85,1;9590;2896;180;199;90,5;214;240;89,2;76;106;71,7;0;1;9;29;8;2;34;556;515;41;15;1;57;12;11;2;0;2;0;416;55;85;137;367;14;14;12;473;2;6;19;11;19;11;9;6;4;9;23;39,1;14;171;43;25,1;48;74;49;24;9;0;15;18;37;19;0;688;76;206;392;136;21;651;11;23;47,8;12;0;432;2177;1280;46;12;4;11;7;542;473;87,3;34;3;0;0;9;12;2;11;18;11;0;0;0;73;15;13;53,6;0;0;0
Serie A;M;ITA;2021-2022;2021-08-27;2;Hellas Verona;03/04/03;1;0,8;"
		
			Ivan Ili_ · 15&rsquor; 
		
	";2;0;Internazionale;3-5-1-1;3;1,6;"
		
			 Lautaro Martínez · 47&rsquor;
		
			 Joaquín Correa · 83&rsquor;
		
			 Joaquín Correa · 90+4&rsquor;
		
	";2;0;https://fbref.com/en/matches/c8bd861a/Hellas-Verona-Internazionale-August-27-2021-Serie-A;Hellas Verona;Home;990;1;0;0;0;8;1;2;0;485;122;11;21;13;0,8;0,8;0,4;13;1;280;367;76,3;27;256;20;7;19;280;367;76,3;5246;2013;122;137;89,1;107;125;85,6;41;77;53,2;0;0,4;7;20;7;3;27;367;323;44;11;0;28;6;5;6;2;1;1;220;49;98;109;197;23;16;8;280;1;9;13;13;11;8;5;5;1;5;13;38,5;8;122;35;28,7;40;55;27;13;4;0;9;21;32;25;0;485;60;159;231;120;15;443;7;19;36,8;10;0;256;1158;591;20;6;1;13;12;353;280;79,3;27;2;0;0;13;11;1;5;21;8;0;0;0;65;17;19;47,2;0;0;0
Serie A;M;ITA;2021-2022;2021-08-27;2;Hellas Verona;03/04/03;1;0,8;"
		
			Ivan Ili_ · 15&rsquor; 
		
	";2;0;Internazionale;3-5-1-1;3;1,6;"
		
			 Lautaro Martínez · 47&rsquor;
		
			 Joaquín Correa · 83&rsquor;
		
			 Joaquín Correa · 90+4&rsquor;
		
	";2;0;https://fbref.com/en/matches/c8bd861a/Hellas-Verona-Internazionale-August-27-2021-Serie-A;Internazionale;Away;990;3;2;0;0;16;8;2;0;588;93;21;13;14;1,6;1,6;1,2;24;4;388;492;78,9;28;331;30;8;13;388;492;78,9;7713;2560;145;164;88,4;177;211;83,9;58;99;58,6;2;1,2;13;23;9;6;28;492;443;49;14;0;58;17;13;4;3;0;0;324;76;92;102;328;22;21;8;388;0;7;20;9;21;16;13;8;0;9;19;47,4;10;93;29;31,2;40;35;18;14;1;0;13;13;34;9;0;588;74;211;295;118;19;540;8;13;61,5;8;1;331;2079;1050;30;13;2;11;6;457;388;84,9;28;2;0;0;11;13;0;13;13;16;0;0;0;91;19;17;52,8;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Atalanta;03/04/03;0;1;"
		
	";2;0;Bologna;04/03/03;0;0,3;"
		
	";5;0;https://fbref.com/en/matches/b8799a66/Atalanta-Bologna-August-28-2021-Serie-A;Atalanta;Home;990;0;0;0;0;22;3;2;0;717;154;10;11;15;1;1;0,8;37;0;484;598;80,9;65;450;50;10;19;484;598;80,9;9509;3125;197;225;87,6;213;262;81,3;64;90;71,1;0;0,8;18;52;20;4;65;598;559;39;12;0;86;23;13;5;5;0;0;361;122;115;205;315;31;19;5;484;2;13;14;15;10;8;7;2;1;4;13;30,8;9;154;59;38,3;31;62;61;15;1;0;14;11;21;14;0;717;38;172;308;275;51;680;10;19;52,6;10;1;450;2180;1223;50;13;8;14;14;579;484;83,6;65;2;0;0;12;13;2;13;11;8;0;0;0;122;25;12;67,6;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Atalanta;03/04/03;0;1;"
		
	";2;0;Bologna;04/03/03;0;0,3;"
		
	";5;0;https://fbref.com/en/matches/b8799a66/Atalanta-Bologna-August-28-2021-Serie-A;Bologna;Away;990;0;0;0;0;4;1;5;0;534;131;23;14;25;0,3;0,3;0,1;7;0;297;421;70,5;17;328;14;8;13;297;421;70,5;5683;2312;126;146;86,3;116;153;75,8;47;103;45,6;0;0,1;3;19;5;3;17;421;364;57;13;0;94;8;7;5;4;0;0;209;90;122;87;272;20;24;9;297;0;9;11;14;23;12;15;6;2;9;19;47,4;10;131;39;29,8;57;52;22;25;10;0;15;14;37;23;0;534;103;273;195;88;10;480;8;13;61,5;9;1;328;1286;574;14;3;1;11;6;392;297;75,8;17;5;0;0;16;11;0;7;14;12;0;0;0;83;12;25;32,4;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Lazio;04/03/03;6;3,2;"
		
			Ciro Immobile · 5&rsquor; 
		
			Ciro Immobile · 15&rsquor; 
		
			Ciro Immobile · 45+2&rsquor; 
		
			Felipe Anderson · 47&rsquor; 
		
			Elseid Hysaj · 70&rsquor; 
		
			Luis Alberto · 85&rsquor; 
		
	";0;0;Spezia;03/04/03;1;0,7;"
		
			 Daniele Verde · 4&rsquor;
		
			 Kelvin Amian · 54&rsquor;
		
	";2;1;https://fbref.com/en/matches/cbe9b1ae/Lazio-Spezia-August-28-2021-Serie-A;Lazio;Home;990;6;6;0;1;17;9;0;0;801;107;15;8;10;3,2;2,5;2,3;35;12;654;717;91,2;45;664;46;10;12;654;717;91,2;11847;3199;267;281;95;307;318;96,5;66;97;68;6;2,3;14;43;10;0;45;717;689;28;7;3;66;7;7;4;4;0;0;592;62;63;202;482;10;9;6;654;1;2;9;4;15;9;7;5;3;4;16;25;12;107;22;20,6;25;42;40;10;1;0;9;8;23;12;0;801;72;203;486;152;20;772;10;12;83,3;10;1;664;2530;1263;46;14;3;11;3;711;654;92;45;0;0;0;13;11;1;7;8;9;1;0;0;62;8;3;72,7;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Lazio;04/03/03;6;3,2;"
		
			Ciro Immobile · 5&rsquor; 
		
			Ciro Immobile · 15&rsquor; 
		
			Ciro Immobile · 45+2&rsquor; 
		
			Felipe Anderson · 47&rsquor; 
		
			Elseid Hysaj · 70&rsquor; 
		
			Luis Alberto · 85&rsquor; 
		
	";0;0;Spezia;03/04/03;1;0,7;"
		
			 Daniele Verde · 4&rsquor;
		
			 Kelvin Amian · 54&rsquor;
		
	";2;1;https://fbref.com/en/matches/cbe9b1ae/Lazio-Spezia-August-28-2021-Serie-A;Spezia;Away;953;1;0;0;0;5;2;2;1;528;107;5;9;10;0,7;0,7;0,1;8;1;376;455;82,6;14;332;24;12;16;376;455;82,6;7591;2011;141;151;93,4;175;198;88,4;58;91;63,7;0;0,1;3;16;0;0;14;455;407;48;12;0;36;13;7;2;2;0;0;330;63;62;119;291;13;22;8;376;0;9;8;10;5;3;2;3;0;2;12;16,7;10;107;24;22,4;27;51;29;10;5;0;5;9;14;11;0;528;77;263;231;62;3;480;12;16;75;12;1;332;1702;845;24;11;2;6;11;439;376;85,6;14;2;1;0;10;13;0;7;9;3;0;1;0;53;3;8;27,3;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Fiorentina;04/03/03;2;0,6;"
		
			Nicolás González · 41&rsquor; 
		
			Du_an Vlahovi_ · 70&rsquor; 
		
	";4;0;Torino;3-4-1-2;1;0,5;"
		
			 Simone Verdi · 89&rsquor;
		
	";5;0;https://fbref.com/en/matches/27657443/Fiorentina-Torino-August-28-2021-Serie-A;Fiorentina;Home;990;2;2;0;0;9;6;4;0;560;129;13;12;10;0,6;0,6;0,6;16;4;363;460;78,9;25;371;33;3;6;363;460;78,9;8120;2853;119;137;86,9;159;189;84,1;79;121;65,3;2;0,6;9;32;7;2;25;460;397;63;30;0;77;14;16;3;0;2;0;273;92;95;149;249;15;24;4;363;3;5;24;5;13;5;7;5;1;4;11;36,4;7;129;35;27,1;47;65;17;10;2;0;8;12;25;22;1;560;70;222;252;120;20;498;3;6;50;3;1;371;1918;883;33;10;4;13;7;449;363;80,8;25;4;0;0;14;28;3;16;12;5;0;0;0;64;26;18;59,1;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Fiorentina;04/03/03;2;0,6;"
		
			Nicolás González · 41&rsquor; 
		
			Du_an Vlahovi_ · 70&rsquor; 
		
	";4;0;Torino;3-4-1-2;1;0,5;"
		
			 Simone Verdi · 89&rsquor;
		
	";5;0;https://fbref.com/en/matches/27657443/Fiorentina-Torino-August-28-2021-Serie-A;Torino;Away;990;1;1;0;0;5;1;5;0;423;160;10;28;7;0,5;0,5;0,4;8;2;236;325;72,6;23;244;17;6;11;236;325;72,6;5179;1796;80;95;84,2;114;141;80,9;40;79;50,6;1;0,4;3;24;3;1;23;325;282;43;16;1;59;11;7;3;0;2;0;180;43;102;100;169;24;15;5;236;2;9;11;8;10;4;2;6;2;3;6;50;3;160;33;20,6;42;74;44;7;2;0;5;28;38;24;0;423;59;133;211;100;12;381;6;11;54,5;7;1;244;1169;594;17;6;1;12;9;305;236;77,4;23;5;0;0;30;13;2;7;28;4;0;0;0;56;18;26;40,9;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Juventus;4-4-2_;0;1,5;"
		
	";2;0;Empoli;4-4-2_;1;0,8;"
		
			 Leonardo Mancuso · 21&rsquor;
		
	";3;0;https://fbref.com/en/matches/4112adb3/Juventus-Empoli-August-28-2021-Serie-A;Juventus;Home;990;0;0;0;0;19;5;2;0;612;144;14;17;18;1,5;1,5;1,3;33;0;377;461;81,8;40;344;51;8;16;377;461;81,8;8098;2746;134;152;88,2;154;173;89;81;120;67,5;0;1,3;15;47;13;2;40;461;414;47;8;1;27;41;27;8;3;3;0;306;66;89;188;227;15;22;7;377;1;16;12;9;14;7;8;5;1;3;8;37,5;5;144;47;32,6;55;58;31;18;5;0;13;17;31;39;0;612;63;199;241;215;37;566;8;16;50;10;1;344;2428;1378;51;14;6;17;11;432;377;87,3;40;2;0;0;15;8;1;27;17;7;0;0;0;82;16;14;53,3;0;0;0
Serie A;M;ITA;2021-2022;2021-08-28;2;Juventus;4-4-2_;0;1,5;"
		
	";2;0;Empoli;4-4-2_;1;0,8;"
		
			 Leonardo Mancuso · 21&rsquor;
		
	";3;0;https://fbref.com/en/matches/4112adb3/Juventus-Empoli-August-28-2021-Serie-A;Empoli;Away;990;1;0;0;0;12;3;3;0;515;129;17;12;13;0,9;0,9;0,3;16;1;292;397;73,6;34;302;41;5;8;292;397;73,6;6109;2414;112;133;84,2;126;156;80,8;52;91;57,1;0;0,3;8;20;8;0;34;397;331;66;11;0;70;12;14;9;4;3;0;239;64;94;100;241;13;28;8;292;2;5;17;13;17;9;7;8;2;6;16;37,5;10;129;29;22,5;55;44;30;13;4;0;9;12;29;28;0;515;95;182;205;158;21;451;5;8;62,5;5;0;302;1765;1050;41;15;4;14;11;376;292;77,7;34;3;0;0;8;15;3;14;12;9;0;0;0;68;14;16;46,7;0;0;0
Serie A;M;ITA;2021-2022;2021-08-29;2;Sassuolo;4-2-3-1;0;1,4;"
		
	";2;0;Sampdoria;4-2-3-1;0;0,5;"
		
	";2;0;https://fbref.com/en/matches/4637a73f/Sassuolo-Sampdoria-August-29-2021-Serie-A;Sassuolo;Home;990;0;0;0;0;19;5;2;0;743;81;10;16;15;1,5;1,5;0,8;26;0;529;627;84,4;50;538;57;7;20;529;627;84,4;9774;3105;252;271;93;199;228;87,3;74;109;67,9;0;0,8;11;27;9;0;50;627;569;58;16;0;95;18;6;8;0;6;0;446;88;93;190;381;20;23;6;529;0;7;10;19;10;4;4;4;2;7;11;63,6;4;81;28;34,6;28;37;16;15;4;0;11;16;26;11;4;743;97;293;322;173;36;688;7;20;35;7;0;538;2449;1337;57;15;9;12;17;590;529;89,7;50;2;0;0;9;16;0;6;16;4;0;0;0;90;4;10;28,6;0;0;0
Serie A;M;ITA;2021-2022;2021-08-29;2;Sassuolo;4-2-3-1;0;1,4;"
		
	";2;0;Sampdoria;4-2-3-1;0;0,5;"
		
	";2;0;https://fbref.com/en/matches/4637a73f/Sassuolo-Sampdoria-August-29-2021-Serie-A;Sampdoria;Away;990;0;0;0;0;11;2;2;0;486;216;29;10;22;0,5;0,5;0,3;15;0;261;371;70,4;35;245;22;3;11;261;371;70,4;5186;2436;103;128;80,5;105;140;75;41;80;51,3;0;0,3;5;20;10;3;35;371;327;44;7;0;20;14;18;6;1;2;0;171;79;121;98;208;31;19;6;261;3;11;15;10;29;16;15;11;3;12;19;63,2;7;216;60;27,8;85;78;53;22;4;0;18;10;39;19;2;486;75;191;167;149;18;442;3;11;27,3;4;0;245;1154;527;22;8;3;11;3;343;261;76,1;35;2;0;0;17;8;3;18;10;16;0;0;0;89;10;4;71,4;0;0;0
Serie A;M;ITA;2021-2022;2021-08-29;2;Genoa;03/05/02;1;0,6;"
		
			Andrea Cambiaso · 69&rsquor; 
		
	";2;0;Napoli;04/03/03;2;1,1;"
		
			 Fabián Ruiz Peña · 39&rsquor;
		
			 Andrea Petagna · 84&rsquor;
		
	";3;0;https://fbref.com/en/matches/744087da/Genoa-Napoli-August-29-2021-Serie-A;Genoa;Home;990;1;1;0;0;6;3;2;0;519;246;24;28;13;0,6;0,6;0,4;8;2;310;400;77,5;22;305;25;12;22;310;400;77,5;6203;2314;123;143;86;137;162;84,6;45;78;57,7;1;0,4;3;15;3;2;22;400;353;47;17;0;84;11;9;4;3;1;0;254;52;94;113;229;16;19;12;310;3;4;16;11;24;17;10;11;3;4;13;30,8;9;246;67;27,2;85;109;52;13;2;0;11;28;52;16;0;519;67;204;249;97;14;473;12;22;54,5;15;2;305;1576;724;25;10;2;12;12;359;310;86,4;22;2;0;0;20;18;3;9;28;17;0;0;0;59;9;12;42,9;0;0;0
Serie A;M;ITA;2021-2022;2021-08-29;2;Genoa;03/05/02;1;0,6;"
		
			Andrea Cambiaso · 69&rsquor; 
		
	";2;0;Napoli;04/03/03;2;1,1;"
		
			 Fabián Ruiz Peña · 39&rsquor;
		
			 Andrea Petagna · 84&rsquor;
		
	";3;0;https://fbref.com/en/matches/744087da/Genoa-Napoli-August-29-2021-Serie-A;Napoli;Away;990;2;2;0;0;13;8;3;0;730;183;19;19;12;1,1;1,1;1,1;26;4;532;622;85,5;40;494;56;9;13;532;622;85,5;9422;2991;261;284;91,9;210;235;89,4;55;82;67,1;2;1,1;11;39;15;1;40;622;568;54;19;1;146;17;9;5;2;1;1;458;94;70;243;321;20;22;8;532;2;6;26;11;19;15;6;10;3;7;22;31,8;15;183;60;32,8;42;84;57;12;1;0;11;19;38;16;0;730;48;183;398;204;25;680;9;13;69,2;9;1;494;2754;1491;56;19;5;10;20;604;532;88,1;40;3;0;0;18;20;2;9;19;15;0;0;0;72;12;9;57,1;0;0;0
Serie A;M;ITA;2021-2022;2021-08-29;2;Milan;4-2-3-1;4;2,7;"
		
			Sandro Tonali · 12&rsquor; 
		
			Rafael Leão · 17&rsquor; 
		
			Olivier Giroud · 24&rsquor; 
		
			Olivier Giroud (P) · 43&rsquor; 
		
	";1;0;Cagliari;03/05/02;1;0,4;"
		
			 Alessandro Deiola · 15&rsquor;
		
	";5;0;https://fbref.com/en/matches/0f78d641/Milan-Cagliari-August-29-2021-Serie-A;Milan;Home;990;4;1;1;1;17;4;1;0;652;130;7;7;11;2,8;2;1,7;29;7;495;562;88,1;37;465;46;13;20;495;562;88,1;9570;2747;182;198;91,9;229;240;95,4;73;100;73;1;1,7;12;25;12;4;37;562;522;40;9;0;59;21;16;8;3;1;0;438;61;63;171;362;4;15;3;495;1;11;8;14;7;4;5;2;0;3;9;33,3;6;130;30;23,1;34;62;34;11;3;0;8;7;14;13;0;652;63;197;323;175;37;610;13;20;65;15;0;465;2447;1325;46;13;7;16;3;543;495;91,2;37;1;0;0;15;11;1;16;7;4;0;0;0;67;15;20;42,9;0;0;0
Serie A;M;ITA;2021-2022;2021-08-29;2;Milan;4-2-3-1;4;2,7;"
		
			Sandro Tonali · 12&rsquor; 
		
			Rafael Leão · 17&rsquor; 
		
			Olivier Giroud · 24&rsquor; 
		
			Olivier Giroud (P) · 43&rsquor; 
		
	";1;0;Cagliari;03/05/02;1;0,4;"
		
			 Alessandro Deiola · 15&rsquor;
		
	";5;0;https://fbref.com/en/matches/0f78d641/Milan-Cagliari-August-29-2021-Serie-A;Cagliari;Away;990;1;1;0;0;7;2;5;0;517;126;8;8;22;0,4;0,4;0,3;11;2;359;423;84,9;23;299;22;6;9;359;423;84,9;7002;2670;145;157;92,4;161;186;86,6;46;64;71,9;1;0,3;5;22;4;1;23;423;378;45;13;0;59;5;10;3;0;3;0;302;45;76;123;261;15;13;6;359;0;4;7;8;8;3;4;2;2;5;20;25;15;126;27;21,4;52;47;27;22;8;0;14;8;16;17;0;517;71;219;226;96;18;473;6;9;66,7;6;0;299;1667;833;22;6;2;19;4;416;359;86,3;23;5;0;0;12;14;0;10;8;3;0;1;0;49;20;15;57,1;0;0;0
Serie A;M;ITA;2021-2022;2021-08-29;2;Salernitana;03/04/03;0;0,3;"
		
	";2;0;Roma;4-2-3-1;4;1,9;"
		
			 Lorenzo Pellegrini · 48&rsquor;
		
			 Jordan Veretout · 52&rsquor;
		
			 Tammy Abraham · 69&rsquor;
		
			 Lorenzo Pellegrini · 79&rsquor;
		
	";2;0;https://fbref.com/en/matches/3a200383/Salernitana-Roma-August-29-2021-Serie-A;Salernitana;Home;990;0;0;0;0;5;0;2;0;309;84;13;16;26;0,3;0,3;0,3;7;0;114;219;52,1;9;118;8;1;3;114;219;52,1;2601;1369;40;52;76,9;45;82;54,9;27;72;37,5;0;0,3;4;9;2;2;9;219;172;47;14;0;35;4;10;1;0;1;0;77;44;98;64;100;20;16;4;114;1;5;12;10;13;11;9;2;2;7;11;63,6;4;84;23;27,4;43;27;14;26;9;0;17;16;29;12;0;309;72;152;112;56;6;263;1;3;33,3;1;0;118;581;278;8;3;0;6;5;181;114;63;9;2;0;0;14;10;2;10;16;11;0;0;0;63;17;15;53,1;0;0;1
Serie A;M;ITA;2021-2022;2021-08-29;2;Salernitana;03/04/03;0;0,3;"
		
	";2;0;Roma;4-2-3-1;4;1,9;"
		
			 Lorenzo Pellegrini · 48&rsquor;
		
			 Jordan Veretout · 52&rsquor;
		
			 Tammy Abraham · 69&rsquor;
		
			 Lorenzo Pellegrini · 79&rsquor;
		
	";2;0;https://fbref.com/en/matches/3a200383/Salernitana-Roma-August-29-2021-Serie-A;Roma;Away;990;4;4;0;0;28;9;2;0;853;64;7;12;12;1,9;1,9;1,3;41;8;664;752;88,3;38;609;79;4;11;664;752;88,3;13085;3493;242;263;92;320;349;91,7;98;128;76,6;4;1,3;20;49;19;4;38;752;708;44;14;1;27;22;17;10;8;0;0;577;77;98;176;523;25;12;6;664;1;5;14;16;7;4;1;5;1;2;3;66,7;1;64;17;26,6;20;25;19;12;3;0;9;12;19;20;0;853;50;185;448;274;48;812;4;11;36,4;4;1;609;2948;1667;79;24;6;6;6;738;664;90;38;2;0;0;11;13;3;17;12;4;0;0;0;83;15;17;46,9;1;0;1
Serie A;M;ITA;2021-2022;2021-09-11;3;Empoli;4-4-2_;1;1,9;"
		
			Nedim Bajrami (P) · 89&rsquor; 
		
	";2;0;Venezia;04/03/03;2;1,7;"
		
			 Thomas Henry · 13&rsquor;
		
			 David Okereke · 68&rsquor;
		
	";5;0;https://fbref.com/en/matches/0d2de0b9/Empoli-Venezia-September-11-2021-Serie-A;Empoli;Home;990;1;0;1;1;21;5;2;0;724;91;19;6;7;2;1,2;0,8;32;2;499;607;82,2;53;479;61;10;22;499;607;82,2;9821;3300;180;198;90,9;230;252;91,3;79;121;65,3;0;0,8;13;46;21;5;53;607;531;76;19;0;66;14;22;8;1;3;3;420;77;110;179;355;15;40;7;499;2;8;14;23;19;9;11;4;4;9;13;69,2;4;91;27;29,7;23;40;28;7;1;0;6;6;25;20;0;724;58;192;329;251;47;651;10;22;45,5;11;0;479;2713;1327;61;13;3;8;10;590;499;84,6;53;2;0;0;13;24;3;22;6;9;1;0;0;90;16;19;45,7;0;0;0
Serie A;M;ITA;2021-2022;2021-09-11;3;Empoli;4-4-2_;1;1,9;"
		
			Nedim Bajrami (P) · 89&rsquor; 
		
	";2;0;Venezia;04/03/03;2;1,7;"
		
			 Thomas Henry · 13&rsquor;
		
			 David Okereke · 68&rsquor;
		
	";5;0;https://fbref.com/en/matches/0d2de0b9/Empoli-Venezia-September-11-2021-Serie-A;Venezia;Away;990;2;1;0;0;10;3;5;0;433;144;21;15;31;1,7;1,7;1,5;14;4;199;275;72,4;11;216;22;4;13;199;275;72,4;4328;1912;70;81;86,4;78;98;79,6;45;83;54,2;1;1,5;8;6;3;1;11;275;228;47;15;1;23;7;9;2;0;2;0;158;28;89;68;163;9;18;7;199;1;9;6;6;21;14;16;2;3;11;22;50;11;144;24;16,7;63;51;30;31;8;0;23;15;36;46;1;433;102;230;148;77;16;387;4;13;30,8;4;6;216;1137;599;22;7;8;14;10;239;199;83,3;11;5;0;0;25;12;1;9;15;14;0;1;0;62;19;16;54,3;0;0;0
Serie A;M;ITA;2021-2022;2021-09-11;3;Napoli;04/03/03;2;2,1;"
		
			Matteo Politano · 57&rsquor; 
		
			Kalidou Koulibaly · 85&rsquor; 
		
	";2;0;Juventus;04/03/03;1;1;"
		
			 Álvaro Morata · 10&rsquor;
		
	";1;0;https://fbref.com/en/matches/4e0811bf/Napoli-Juventus-September-11-2021-Serie-A;Napoli;Home;990;2;0;0;0;25;7;2;0;757;149;17;8;6;2,1;2,1;0,7;40;1;585;666;87,8;52;542;81;5;8;585;666;87,8;10751;3228;257;279;92,1;254;269;94,4;67;97;69,1;0;0,7;17;68;13;3;52;666;610;56;18;0;122;23;17;13;5;4;1;532;56;78;258;369;9;16;4;585;1;6;12;11;17;10;4;8;5;8;22;36,4;14;149;56;37,6;40;51;58;6;0;0;6;8;25;11;0;757;35;136;346;323;34;704;5;8;62,5;5;0;542;3304;1727;81;23;8;9;9;640;585;91,4;52;2;0;0;15;15;1;17;8;10;0;0;0;65;13;9;59,1;0;0;0
Serie A;M;ITA;2021-2022;2021-09-11;3;Napoli;04/03/03;2;2,1;"
		
			Matteo Politano · 57&rsquor; 
		
			Kalidou Koulibaly · 85&rsquor; 
		
	";2;0;Juventus;04/03/03;1;1;"
		
			 Álvaro Morata · 10&rsquor;
		
	";1;0;https://fbref.com/en/matches/4e0811bf/Napoli-Juventus-September-11-2021-Serie-A;Juventus;Away;990;1;0;0;0;8;4;1;0;444;203;12;12;22;1;1;0,5;11;0;264;330;80;15;243;27;12;22;264;330;80;4968;1885;124;142;87,3;101;113;89,4;36;62;58,1;0;0,5;5;16;2;1;15;330;287;43;15;1;47;10;7;1;0;1;0;220;52;58;120;174;11;13;5;264;3;8;8;6;12;7;11;1;0;3;8;37,5;5;203;47;23,2;116;61;26;22;11;0;11;12;24;24;2;444;87;209;174;85;10;402;12;22;54,5;14;2;243;1413;793;27;4;3;7;9;306;264;86,3;15;1;0;0;16;15;3;7;12;7;0;0;0;50;9;13;40,9;0;0;0
